points,title,description,taster_name,taster_twitter_handle,taster_photo,price,designation,variety,region_1,region_2,province,country,winery
88,Emilio Moro 2016 El Zarzal Godello (Bierzo),"A gold-meets-tan color and chunky aromas of walnut oil and mature apple are less than overtly fruity and fresh. In the mouth, citric acidity is keeping this braced and balanced. Flavors of lightly salty nectarine and peach pit turn lemony and a touch bitter on a full finish. Drink now. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,25,El Zarzal,Godello,Bierzo,,Northern Spain,Spain,Emilio Moro
88,Fillaboa 2017 Estate Grown Albariño (Rías Baixas),"Melon and mild pyrazine-based green aromas create a good but slightly unfocused nose. This feels chunky and pulpy, with melony weight. Flavors of pineapple and nectarine are briny on the back end, while this is short on a finish that's low on acidic verve. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,20,Estate Grown,Albariño,Rías Baixas,,Galicia,Spain,Fillaboa
88,Koyle 2015 Royale Carmenère (Colchagua Valley),"Hard-edged aromas of mint, dark spice and earthy berry fruit are woodsy. A tight, rugged palate is saturated but rough. Flavors of minty black fruit and oak spice finish aggressively, with some heat. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,25,Royale,Carmenère,,,Colchagua Valley,Chile,Koyle
88,Kula 2016 Zinfandel (Paso Robles),"Somewhat delicate on the nose, this bottling offers aromas of kirsch and spice cake to start. It lands softly on the palate, with mouth-coating flavors of strawberry and sharp cinnamon, with a pinch of dried herbs. ",Matt Kettmann,@mattkettmann,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Matt_Kettman_300x450.jpg,30,,Zinfandel,Paso Robles,Central Coast,California,US,Kula
88,Kynsi 2017 Barn Owl Blush Rosé (Edna Valley),"Rich aromas of red plum, vanilla and wet stone show on the nose of this bottling from Pinot Noir grapes. Cherry and nutmeg flavors show on the warm palate. ",Matt Kettmann,@mattkettmann,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Matt_Kettman_300x450.jpg,25,Barn Owl Blush,Rosé,Edna Valley,Central Coast,California,US,Kynsi
88,Le Bertarole 2013 Podere Cariano  (Amarone della Valpolicella Classico),"Earthy aromas of tilled soil, dark fruit and leather lead the nose. The robust palate delivers prune, vanilla and nutmeg alongside close-grained tannins. ",Kerin O’Keefe,@kerinokeefe,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/kerin_O_Keefe_300x450.jpg,35,Podere Cariano,Red Blends,Amarone della Valpolicella Classico,,Veneto,Italy,Le Bertarole
88,Marisco Vineyards 2017 The Ned Pinot Gris (Marlborough),"Left for a spell on the skins, this pink-hued Pinot Gris could be easily mistaken for a rosé. Delicate and refreshing, aromas of strawberry, peach and mango follow from the nose to the palate. This is a clean, crisp and highly likable wine. ",Christina Pickard,@ckpickard,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Christina_Pickard_300x450.jpg,13,The Ned,Pinot Gris,,,Marlborough,New Zealand,Marisco Vineyards
88,Messina Hof 2016 Private Reserve Double Barrel Tempranillo (Texas High Plains),"An earthy nose of lush green moss, ferns and tilled earth carries a subtle hint of wild blackberry. The palate is more fruit driven, offering cherry, raspberry and plum flavors that are supported by a backbone of a savory earth note and gritty tannins. It finishes with a spicy pepper tone. ",Fiona Adams,@bkfiona,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Fiona_Adams_300x450.jpg,25,Private Reserve Double Barrel,Tempranillo,Texas High Plains,,Texas,US,Messina Hof
88,Migration 2016 Chardonnay (Sonoma Coast),"Made of grapes sourced from several vineyards, including a few that the producer uses in single bottlings, this is a round and rich wine tasting of custard, vanilla and sweet pineapple. ",Virginie Boone,@vboone,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Virgine_Boone_300x450.jpg,40,,Chardonnay,Sonoma Coast,Sonoma,California,US,Migration
88,Nicosia 2017 Vulkà  (Etna),"A blend of 80% Nerello Mascalese and 20% Nerello Cappuccio, this has inviting aromas of dark-skinned berry, culinary spice, blue flower and a whiff of charred earth. It's smooth, easygoing and juicy, offering fleshy black cherry, blackberry and a hint of clove alongside pliant, fine-grained tannins. Drink through 2020. ",Kerin O’Keefe,@kerinokeefe,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/kerin_O_Keefe_300x450.jpg,17,Vulkà,Red Blends,Etna,,Sicily & Sardinia,Italy,Nicosia
88,Olivini 2011 Diciannove Marzo Pas Dosé  (Lugana),"Aromas of toast and yeasty bread dough take center stage. The racy, vivacious palate offers yellow apple, roasted coffee bean, chopped dill and lemon zest alongside firm acidity and a lively perlage. ",Kerin O’Keefe,@kerinokeefe,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/kerin_O_Keefe_300x450.jpg,,Diciannove Marzo Pas Dosé,Turbiana,Lugana,,Lombardy,Italy,Olivini
88,Olivini 2012 Brut Metodo Classico  (Lugana),"Spring field flower, white stone fruit, toast and a whiff of bread crust waft out of the glass. The linear, rather lean palate offers mature yellow apple, bitter almond and orange rind alongside tangy acidity. ",Kerin O’Keefe,@kerinokeefe,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/kerin_O_Keefe_300x450.jpg,,Brut Metodo Classico,Turbiana,Lugana,,Lombardy,Italy,Olivini
88,Paul Cheneau NV Lady of Spain Brut Sparkling (Cava),"Briny lime aromas are slightly yeasty but mostly clean and fresh. A citrusy palate maintains clarity and freshness, while this tastes of green apple and lime in front of a steady, pleasant finish. Add a point for the cool packaging, if that's your thing. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,15,Lady of Spain Brut,Sparkling Blend,Cava,,Catalonia,Spain,Paul Cheneau
88,Pech Merle 2015 T-Bar-T Ranch Cabernet Franc (Alexander Valley),"Aromatically shy, in contrast to its showy tannins, this wine is huge in structure and weight, with a jammy core of black cherry and raspberry dusted in clove. ",Virginie Boone,@vboone,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Virgine_Boone_300x450.jpg,55,T-Bar-T Ranch,Cabernet Franc,Alexander Valley,Sonoma,California,US,Pech Merle
88,Peregrine 2016 Pinot Gris (Central Otago),"A little oniony, salty and reductive at the start, with some swirls in glass this wine offers delicate aromas of lemon and lime. Typical to this variety and style, its texture is creamy, woven nicely between crunchy—if a little austere—acidity and a salty bitter-almond finish. On the premium end both in price and style, this is one for the dinner table rather than for sipping solo. ",Christina Pickard,@ckpickard,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Christina_Pickard_300x450.jpg,31,,Pinot Gris,,,Central Otago,New Zealand,Peregrine
88,Producta Vignobles 2016 Château Moulin de Lagut  (Bordeaux),"This balanced wine has both firm tannins and rich fruit. They are beginning to come together to give a full, structured wine, packed with bold black flavors. Drink from 2021. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,16,Château Moulin de Lagut,Bordeaux-style Red Blend,Bordeaux,,Bordeaux,France,Producta Vignobles
88,Rod McDonald Wines 2016 Mister Chardonnay (Hawke's Bay),"This Hawke's Bay Chardonnay offers up a nose of citrus fruit and mango rind. These notes lead onto a medium-bodied palate of tongue tingling, citrusy acidity and some fruit weight. There's a little bitterness on the finish. ",Christina Pickard,@ckpickard,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Christina_Pickard_300x450.jpg,19,Mister,Chardonnay,,,Hawke's Bay,New Zealand,Rod McDonald Wines
86,Univitis 2017 Château les Vergnes  (Bordeaux Blanc),"The Muscadelle in this wine makes it so attractive. It gives it a perfumed character, as well as enhancing the lively citrus fruits. Lightly herbal, the wine is ready to drink. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,8,Château les Vergnes,Bordeaux-style White Blend,Bordeaux Blanc,,Bordeaux,France,Univitis
86,Gambino 2015 Tifeo Rosso  (Etna),"This has aromas of French oak, prune, underbrush and vanilla. Reflecting the nose, the lean, light-bodied palate evokes coconut, espresso and a hint of dried berry alongside dusty, rather fleeting tannins that leave a drying, astringent finish. ",Kerin O’Keefe,@kerinokeefe,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/kerin_O_Keefe_300x450.jpg,35,Tifeo Rosso,Red Blends,Etna,,Sicily & Sardinia,Italy,Gambino
86,Auclair 2016 96 Cedars Red (Red Mountain),"This wine is a blend of 38% Merlot, 31% Cabernet Franc, 25% Cabernet Sauvignon and 6% Petit Verdot. Aromas of dried cherry and baking spice lead to tangy, somewhat green seeming fruit flavors that drop off on the finish. ",Sean P. Sullivan,@wawinereport,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Sean_Sullivan_300x450.jpg,25,96 Cedars,Bordeaux-style Red Blend,Red Mountain,Columbia Valley,Washington,US,Auclair
86,Binz 2016 Barbera (Sierra Foothills),"This medium-bodied wine shows a lot of oak influence in the baking-spice aromas, cedar and vanilla flavors and spicy finish. Under the oak are bright raspberry and cherry flavors. ",Jim Gordon,@gordone_cellars,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Jim_Gordon_BillReitzel_300x450.jpg,25,,Barbera,Sierra Foothills,Sierra Foothills,California,US,Binz
86,Bodega Volcanes de Chile 2016 Tectonia Chardonnay (Malleco),"Fully toasted oak aromas are smoky and grainy, and they cover up briny apple notes. A mix of oily weight and sharp acidity defines the palate, while this tastes a bit sour, with lots of oak attached to stone fruit flavors. Hailing from southerly Malleco, this is a cool-climate Chardonnay, and thus the high acid level makes sense. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,24,Tectonia,Chardonnay,,,Malleco,Chile,Bodega Volcanes de Chile
86,Caricature 2016 Cabernet Sauvignon (Clarksburg),"Obvious oak aromas and an almost sweet sensation on the palate give this wine a sense of wearing plenty of makeup. The texture is broad and soft, and the flavors are like candied cherries. ",Jim Gordon,@gordone_cellars,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Jim_Gordon_BillReitzel_300x450.jpg,15,,Cabernet Sauvignon,Clarksburg,Central Valley,California,US,Caricature
86,Carminucci 2015 Naumakos  (Rosso Piceno),"Made with 70% Montepulciano and 30% Sangiovese, this has aromas of prune, raisin and tilled soil. The rather evolved palate offers dried cherry, vanilla and star anise alongside rounded tannins. ",Kerin O’Keefe,@kerinokeefe,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/kerin_O_Keefe_300x450.jpg,12,Naumakos,Red Blends,Rosso Piceno,,Central Italy,Italy,Carminucci
86,Casa Donoso 2017 Bicentenario Gran Reserva Carmenère (Maule Valley),"Aggressive aromas of gamy berry fruits are slightly green. Tough, choppy tannins make the palate gritty, while this tastes of robust black fruit, tomato sauce and green herb. A punchy finish reverberates with hard tannins. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,15,Bicentenario Gran Reserva,Carmenère,,,Maule Valley,Chile,Casa Donoso
86,Château Bel Air La Perrière 2016  Bordeaux,"This wine is structured and firm, with dark tannins and a core of smoky, bitter flavors. Let this wine rest for the potential of its black fruits to shine. Drink from 2021. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,12,,Bordeaux-style Red Blend,Bordeaux,,Bordeaux,France,Château Bel Air La Perrière
86,Château La Gabarre 2016  Bordeaux Supérieur,"Bright red cherries and raspberries shine out of this attractive, light and jammy wine. Its tannins are well behaved behind all this fruitiness. Drink this wine from 2021. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,15,,Bordeaux-style Red Blend,Bordeaux Supérieur,,Bordeaux,France,Château La Gabarre
86,Château Lagrave Paran 2011 Cuvée Geraldine  (Bordeaux Supérieur),"This wine is beginning to brown at the edges, indicating its age. This cuvée is mature although, typically for this vintage, it has not lost its tannins. Drink now, although it will have a tough edge. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,40,Cuvée Geraldine,Bordeaux-style Red Blend,Bordeaux Supérieur,,Bordeaux,France,Château Lagrave Paran
86,Château Le Bonalguet 2016  Bordeaux,"This smoky, meaty wine offers solid tannins and high-toast, burnt flavors. Luckily the fruit is there and should shine through the structure as the wine develops. Drink from 2021. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,14,,Bordeaux-style Red Blend,Bordeaux,,Bordeaux,France,Château Le Bonalguet
86,Château Maison Noble 2016  Bordeaux Supérieur,"Firm and closed, this wine has a way to go. Solid tannins dominate and there is a strong sense of extraction and bitterness. The wine should soften, although the tannins will remain. Don't drink before 2022. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,22,,Bordeaux-style Red Blend,Bordeaux Supérieur,,Bordeaux,France,Château Maison Noble
86,Chilensis 2017 Reserva Estate Bottled Carmenère (Maule Valley),"Spicy, foresty, slightly damp black fruit aromas are normal for basic Carmenère. A solid palate with acidic snap is healthy. Generic berry and spice flavors are a bit green, while this is saucy tasting on the finish. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,10,Reserva Estate Bottled,Carmenère,,,Maule Valley,Chile,Chilensis
86,Clotilde Davenne 2015 Cuvée Plaisir  (Mâcon-Villages),"Bright, crisp and ready to drink, this is a lively wine. It has plenty of apple and citrus flavors as well as a more mature edge of almonds. Drink now. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,24,Cuvée Plaisir,Chardonnay,Mâcon-Villages,,Burgundy,France,Clotilde Davenne
86,Domaine des Deux Roches 2016 Tradition  (Mâcon-Chardonnay),"Textured while also rich, this rounded wine is generous and lightly spicy. The smooth texture gives the wine extra weight. Drink now. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,25,Tradition,Chardonnay,Mâcon-Chardonnay,,Burgundy,France,Domaine des Deux Roches
86,Domaines Devillard 2016 Le Renard  (Givry),"Soft and fruity with an attractive blend of cherry fruits and acidity, this wine is perfumed and developing well. Its fruitiness is lightly supported by tannins that are just softening. Drink the wine from 2019. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,30,Le Renard,Pinot Noir,Givry,,Burgundy,France,Domaines Devillard
86,Esser 2016 Merlot (Monterey County),"Red cherry and turned earth show on the simple but clean nose of this bottling. Tart red fruit and more dusty qualities show on the sip, with a hint of vanilla on the finish. ",Matt Kettmann,@mattkettmann,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Matt_Kettman_300x450.jpg,13,,Merlot,Monterey County,Central Coast,California,US,Esser
86,Esser 2017 Sauvignon Blanc (Monterey County),"Cut grass and pungent green-apple slices make for a familiar entry to the nose of this bottling. The palate starts with Granny Smith apple and nectarine flavors, but they are short-lived and the texture is flat. ",Matt Kettmann,@mattkettmann,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Matt_Kettman_300x450.jpg,11,,Sauvignon Blanc,Monterey County,Central Coast,California,US,Esser
86,Estampa 2017 Fina Reserva La Isla Vineyard Sauvignon Blanc-Chardonnay-Viognier White (Marchigue),"Minerally citrus aromas break down and veer off toward lanolin and sea-foam. This Sauvignon Blanc (with other white grapes) has grip, but that's fleeting. Briny, salty citrus flavors are crisp before fading fast on a dilute finish. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,20,Fina Reserva La Isla Vineyard Sauvignon Blanc-Chardonnay-Viognier,White Blend,,,Marchigue,Chile,Estampa
87,Château Guibonnet 2017  Côtes de Bourg,"This rich wine has some firm tannins as well as generous black fruits. It is balanced, with the crisp acidity coming through strongly. Pepper and pure fruit flavors finish this attractive wine. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,25,,Bordeaux-style Red Blend,Côtes de Bourg,,Bordeaux,France,Château Guibonnet
87,Château Larroque 2016  Bordeaux Supérieur,"Firmly tannic with a dusty texture, this wine is also rich in spicy black fruits and balanced with acidity. It has plenty of potential, with rich tannins and good acidity at the end. Drink from 2021. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,15,,Bordeaux-style Red Blend,Bordeaux Supérieur,,Bordeaux,France,Château Larroque
87,Château l'Orangerie 2017  Bordeaux Blanc,"A warm wine with ripe fruits and rich acidity, this is a blend of crisp Sauvignon Blanc with smoother Sémillon. This fruity wine is now ready to drink. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,12,,Bordeaux-style White Blend,Bordeaux Blanc,,Bordeaux,France,Château l'Orangerie
87,Château Suau 2016  Côtes de Bordeaux,"This fresh, fruity wine from organic grapes offers attractive red fruits and a backing of tannins. The dry core and the attractive fruits are coming together well, leaving a lively wine that will be ready to drink from 2020. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,18,,Bordeaux-style Red Blend,Côtes de Bordeaux,,Bordeaux,France,Château Suau
87,Concha y Toro 2016 Marques de Casa Concha Carmenère (Peumo),"Earthy, floral blackberry aromas are spicy and herbal in a way that's familiar to Carmenère. A fleshy palate with tomatoey acidity is strong but not overly tough. Herbal, minty olive and black plum flavors are spicy prior to a rumbling finish. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,25,Marques de Casa Concha,Carmenère,,,Peumo,Chile,Concha y Toro
87,Domaine Chenevières 2017 Ica-Onna  (Saint-Bris),"A perfumed wine from the small region west of Chablis, this is a tropical-fruit-flavored wine. Its light texture and freshness give it a lively, crisp character. Drink now. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,17,Ica-Onna,Sauvignon Blanc,Saint-Bris,,Burgundy,France,Domaine Chenevières
87,Domaine Dujardin 2015 Beaux Fougets  (Beaune),"Softly textured with ripe red fruits, this wine has layers of tannins as well as spicy wood-aging flavors. But the main thrust is full and generous fruit. Drink from 2022. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,45,Beaux Fougets,Pinot Noir,Beaune,,Burgundy,France,Domaine Dujardin
87,Dominio de Requena NV Brut Sparkling (Cava),"Fresh white fruit aromas of apple and pear include a hint of pine needle. This Cava from the Requena section of Valencia keeps it simple on the palate, so this ranks as an easy drinker. Standard white fruit flavors are clean and friendly. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,13,Brut,Sparkling Blend,Cava,,Catalonia,Spain,Dominio de Requena
87,Etude 2017 Grace Benoist Ranch Pinot Gris (Carneros),"This is a light, floral white that takes on medium-bodied weight and ripeness on the midpalate. Jasmine and apple highlight a viscous finish. ",Virginie Boone,@vboone,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Virgine_Boone_300x450.jpg,30,Grace Benoist Ranch,Pinot Gris,Carneros,Napa-Sonoma,California,US,Etude
87,Fess Parker 2017 Riesling (Santa Barbara County),"There's a pleasing petrol character on the nose of this medium-sweet bottling, along with grapefruit and orange peels and rainy cement. There's a flash of sweetness on the palate, with pear syrup and orange-blossom flavors. ",Matt Kettmann,@mattkettmann,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Matt_Kettman_300x450.jpg,15,,Riesling,Santa Barbara County,Central Coast,California,US,Fess Parker
87,Folie à Deux 2016 Chardonnay (Russian River Valley),"Thick, woody and flavored in anise, mango and pear, this is an approachable, attractively priced and well-made wine that will work well with food or on its own. ",Virginie Boone,@vboone,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Virgine_Boone_300x450.jpg,18,,Chardonnay,Russian River Valley,Sonoma,California,US,Folie à Deux
87,Gård 2015 Grand Klasse Reserve Lawrence Vineyards Viognier (Columbia Valley (WA)),"Aromas of barrel spice, creamsicle and flower lead to medium-bodied fruit flavors and a warm finish. The oak influence seems a bit overweighted for the fruit in the bottle. ",Sean P. Sullivan,@wawinereport,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Sean_Sullivan_300x450.jpg,26,Grand Klasse Reserve Lawrence Vineyards,Viognier,Columbia Valley (WA),Columbia Valley,Washington,US,Gård
87,Gen5 2015 Old Vine Zinfandel (Lodi),"This medium-bodied wine has plenty of plummy flavors and a spicy streak of black pepper and smoke running through it from the aroma to the finish. It's smooth in texture, moderately concentrated and is 100% estate grown, very rare for a wine this inexpensive. ",Jim Gordon,@gordone_cellars,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Jim_Gordon_BillReitzel_300x450.jpg,10,Old Vine,Zinfandel,Lodi,Central Valley,California,US,Gen5
87,L. Tramier & Fils 2017 Laurent Dufouleur Cuvée Grégoire  (Bourgogne),"A fruity wine with youthful acidity and bright-cherry flavors, this is simply structured, with just a touch of dry tannin. Drink now. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,30,Laurent Dufouleur Cuvée Grégoire,Pinot Noir,Bourgogne,,Burgundy,France,L. Tramier & Fils
87,Locations NV TX6 Red (Texas),"Tart blackberry and fresh-picked raspberry mix with an undertow of tanned leather and cedar on the nose. Juicy acidity balances the crushed velvet tannins, housing flavors of ripe blueberry, blackberry and plum that are accented by vanilla, baking spice and balsam. The vanilla and blackberry finish is luscious and plummy. ",Fiona Adams,@bkfiona,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Fiona_Adams_300x450.jpg,25,TX6,Red Blends,Texas,,Texas,US,Locations
87,Marcel Couturier 2016 Le Clos Reyssié  (Pouilly-Fuissé),"Bright, fresh and crisp, this wine is textured and fruity. It has a strong mineral edge as well as good acidity. Drink this wine now. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,90,Le Clos Reyssié,Chardonnay,Pouilly-Fuissé,,Burgundy,France,Marcel Couturier
87,Marchetti 2016 Tenuta del Cavaliere  (Verdicchio dei Castelli di Jesi),This opens with delicate aromas of acacia flower and toasted almond. The aromas carry over to the linear palate along with citrus notes and white peach. Drink soon. ,Kerin O’Keefe,@kerinokeefe,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/kerin_O_Keefe_300x450.jpg,18,Tenuta del Cavaliere,Verdicchio,Verdicchio dei Castelli di Jesi,,Central Italy,Italy,Marchetti
87,Mark West 2017 Pinot Noir (California),"This affordable wine is a little obvious in terms of oaky spices in the aroma and flavors, but it backs them up with good cherry and berry flavors to complete the package. It's medium bodied and smooth in texture. ",Jim Gordon,@gordone_cellars,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Jim_Gordon_BillReitzel_300x450.jpg,11,,Pinot Noir,California,California Other,California,US,Mark West
87,Marqués de la Concordia 2015 Crianza  (Rioja),"Earthy berry aromas are matched by spicy oak and vanilla notes. In the mouth, this warm-vintage crianza feels snappy, sappy and sinewy. Oaky red plum and currant flavors finish spicy but basic. Overall, this is a good but standard Rioja, nothing more. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,16,Crianza,Tempranillo,Rioja,,Northern Spain,Spain,Marqués de la Concordia
87,Meiomi 2017 Pinot Noir (Monterey County-Sonoma County-Santa Barbara County),"Obvious oak spices including cedar, clove, cinnamon and wood char fill the aroma of this medium-bodied, extroverted wine and continue in the flavors, giving a sweet edge to the fruit component. ",Jim Gordon,@gordone_cellars,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Jim_Gordon_BillReitzel_300x450.jpg,25,,Pinot Noir,Monterey County-Sonoma County-Santa Barbara County,California Other,California,US,Meiomi
91,Albatross Ridge 2015 Cuvée Vivienne Pinot Noir (Monterey County),"Quite light in the glass, this bottling from a dramatic vineyard atop the Carmel Valley shows light pomegranate, tart red-fruit and sarsaparilla aromas on the nose. The palate is quite tangy and tart with raspberry, cranberry, fennel frond and nutmeg flavors. ",Matt Kettmann,@mattkettmann,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Matt_Kettman_300x450.jpg,45,Cuvée Vivienne,Pinot Noir,Monterey County,Central Coast,California,US,Albatross Ridge
